Track,mi,menv,z,y,yc,mass,radius,age,teff,logg,luminosity,chisq,total_merit,fa,f8,f15,f18,f22,f27,f28,f31,f34,f37
logs_mi1.05_z0.005_lvl1/logs_mi1.05_menv0.0004_rot0.0_z0.005_y0.2565_fh0.0_fhe0.0_fsh0.0_mlt1.8_sc0.1_reimers0.0_blocker0.0_turbulence0.0_lvl1_11860,1.05,0.0004,0.005,0.2565,0.4,0.479007,0.153919,6786014422.229132,31.793927,5.743649,21.74908,563.395,21.403559,2770.357349372114,0.11469312100107551,6494.41211496561,481.1921552486942,57.88385955439068,1614.1326805795586,438.98180007957507,2399.5159239049563,15999.436646252878,15555.20463612301
logs_mi1.05_z0.005_lvl1/logs_mi1.05_menv0.0004_rot0.0_z0.005_y0.2565_fh0.0_fhe0.0_fsh0.0_mlt1.8_sc0.1_reimers0.0_blocker0.0_turbulence0.0_lvl1_11860,1.05,0.0004,0.005,0.2565,0.55,0.479007,0.146794,6765314422.229132,31.725368,5.784814,19.612173,565.097,16.805353,3742.941156186434,4730.976425315434,1918.715097818687,4333.275566025345,1675.4788477753973,2771.3776235814184,4379.964415324664,693.0825393784775,3988.438073492824,7.739889245545824
logs_mi1.05_z0.005_lvl1/logs_mi1.05_menv0.0004_rot0.0_z0.005_y0.2565_fh0.0_fhe0.0_fsh0.0_mlt1.8_sc0.1_reimers0.0_blocker0.0_turbulence0.0_lvl1_11860,1.05,0.0004,0.005,0.2565,0.5,0.479007,0.149163,6772114422.229132,31.734388,5.770906,20.273463,562.648,29.744567,4516.491415421824,3461.4260403001094,1408.1783371261745,15887.837918068712,13542.457707946294,8791.766990744547,17837.099073691566,8151.780712457162,13064.188454296904,1812.6989232246017
logs_mi1.05_z0.005_lvl1/logs_mi1.05_menv0.0004_rot0.0_z0.005_y0.2565_fh0.0_fhe0.0_fsh0.0_mlt1.8_sc0.1_reimers0.0_blocker0.0_turbulence0.0_lvl1_11860,1.05,0.0004,0.005,0.2565,0.65,0.479007,0.142203,6751554422.229132,31.751485,5.812414,18.465251,575.75,31.99836,9876.549027504361,8981.426783439361,9687.606900308034,9862.835862715116,6347.043650796864,7429.928360076817,9922.309031685794,17228.325340915126,5732.466205856083,17321.014796301566
logs_mi1.05_z0.005_lvl1/logs_mi1.05_menv0.0004_rot0.0_z0.005_y0.2565_fh0.0_fhe0.0_fsh0.0_mlt1.8_sc0.1_reimers0.0_blocker0.0_turbulence0.0_lvl1_11860,1.05,0.0004,0.005,0.2565,0.6,0.479007,0.144482,6758554422.229132,31.729961,5.798604,19.010232,569.314,14.175705,3832.522944008061,1834.9015799299575,1968.8451645519463,521.3148354383449,1855.3400245433954,594.8503327438758,21.450527253609476,1532.0440167397956,1812.1922455527665,6121.598970181839
logs_mi1.05_z0.005_lvl1/logs_mi1.05_menv0.0004_rot0.0_z0.005_y0.2565_fh0.0_fhe0.0_fsh0.0_mlt1.8_sc0.1_reimers0.0_blocker0.0_turbulence0.0_lvl1_11860,1.05,0.0004,0.005,0.2565,0.75,0.479007,0.137694,6737634422.229132,31.827935,5.8404,17.480241,593.26,21.904542,1743.2394834797929,273.1364385152382,5934.170004420564,4551.727122873364,11627.45149020328,10884.931151604153,9291.825432090656,3385.8790703798413,28.27397458565358,260.26145949561663
logs_mi1.05_z0.005_lvl1/logs_mi1.05_menv0.0004_rot0.0_z0.005_y0.2565_fh0.0_fhe0.0_fsh0.0_mlt1.8_sc0.1_reimers0.0_blocker0.0_turbulence0.0_lvl1_11860,1.05,0.0004,0.005,0.2565,0.7,0.479007,0.139933,6744554422.229132,31.783253,5.826389,17.952196,583.626,15.23234,133.47515490771337,1248.9468097905656,1219.8259529367986,248.8189649059562,35.56616449400605,133.1099344268647,53.4216868191055,2762.696019620991,6975.839649074405,10390.717198283723
logs_mi1.05_z0.005_lvl1/logs_mi1.05_menv0.0004_rot0.0_z0.005_y0.2565_fh0.0_fhe0.0_fsh0.0_mlt1.8_sc0.1_reimers0.0_blocker0.0_turbulence0.0_lvl1_11860,1.05,0.0004,0.005,0.2565,0.85,0.479007,0.133449,6725494422.229132,31.919059,5.867604,16.607727,612.91,23.484353,2454.3249271073514,14531.585691823417,2644.5759357348857,3295.4736069981936,4262.85106044224,6094.250645277763,8196.49122417961,1275.201686210927,258.2280052709715,12138.501199734146
logs_mi1.05_z0.005_lvl1/logs_mi1.05_menv0.0004_rot0.0_z0.005_y0.2565_fh0.0_fhe0.0_fsh0.0_mlt1.8_sc0.1_reimers0.0_blocker0.0_turbulence0.0_lvl1_11860,1.05,0.0004,0.005,0.2565,0.8,0.479007,0.135459,6730854422.229132,31.885995,5.854616,17.04111,604.788,17.118828,269.5490907665922,561.5988120257642,5927.722103437017,6726.68853644561,1104.1716968744909,446.1618922353652,9.37099164037428,1695.827281240406,6522.662258030282,6041.67468207483
logs_mi1.05_z0.005_lvl1/logs_mi1.05_menv0.0004_rot0.0_z0.005_y0.2565_fh0.0_fhe0.0_fsh0.0_mlt1.8_sc0.1_reimers0.0_blocker0.0_turbulence0.0_lvl1_11860,1.05,0.0004,0.005,0.2565,0.9,0.479007,0.13162,6720834422.229132,31.945013,5.879588,16.208312,619.918,18.384416,9815.331745922163,39.19648991991164,2069.954901380519,1157.8942479698517,286.8016411178959,4517.883091740009,4493.221927878744,6301.559148307124,1444.8431044610124,3671.9874043017007
logs_mi1.05_z0.005_lvl1/logs_mi1.05_menv0.0006_rot0.0_z0.005_y0.2565_fh0.0_fhe0.0_fsh0.0_mlt1.8_sc0.1_reimers0.0_blocker0.0_turbulence0.0_lvl1_11860,1.05,0.0006,0.005,0.2565,0.15,0.479207,0.174752,6820825942.325079,31.385656,5.633566,26.622793,490.441,23.806483,894.3788262914994,62.32899019548135,3470.943805250423,7157.65436321993,2909.9201815527754,6353.117765795583,21789.76850316574,1309.2931977596531,8.129304317048938,12719.329096945388
logs_mi1.05_z0.005_lvl1/logs_mi1.05_menv0.0006_rot0.0_z0.005_y0.2565_fh0.0_fhe0.0_fsh0.0_mlt1.8_sc0.1_reimers0.0_blocker0.0_turbulence0.0_lvl1_11860,1.05,0.0006,0.005,0.2565,0.1,0.479207,0.174315,6828065942.325079,31.793459,5.635745,27.893356,540.735,30.119646,8639.21290291265,12478.78269665264,20135.692211692323,10089.939501392868,5671.667832333954,129.11622980896135,5215.009113184599,1113.1430739843374,193.1671379156128,27053.575801773342
logs_mi1.05_z0.005_lvl1/logs_mi1.05_menv0.0006_rot0.0_z0.005_y0.2565_fh0.0_fhe0.0_fsh0.0_mlt1.8_sc0.1_reimers0.0_blocker0.0_turbulence0.0_lvl1_11860,1.05,0.0006,0.005,0.2565,0.25,0.479207,0.171798,6806265942.325079,30.982313,5.648375,24.432917,446.322,23.084972,260.9268301044646,1344.3156815888233,4284.101460912485,15439.278419734728,3992.4281032107892,8744.348980811996,17904.795478599935,930.719569543591,67.64172347197533,323.034951630129
logs_mi1.05_z0.005_lvl1/logs_mi1.05_menv0.0006_rot0.0_z0.005_y0.2565_fh0.0_fhe0.0_fsh0.0_mlt1.8_sc0.1_reimers0.0_blocker0.0_turbulence0.0_lvl1_11860,1.05,0.0006,0.005,0.2565,0.2,0.479207,0.173698,6813705942.325079,31.140877,5.638824,25.491434,462.67,20.83517,3455.4641921996736,12.81711919591454,2493.299707846803,9984.63178767199,1973.3631400340507,3650.4955116765173,11779.259526475702,1109.913468227472,199.95382738876424,8751.231361640721
logs_mi1.05_z0.005_lvl1/logs_mi1.05_menv0.0006_rot0.0_z0.005_y0.2565_fh0.0_fhe0.0_fsh0.0_mlt1.8_sc0.1_reimers0.0_blocker0.0_turbulence0.0_lvl1_11860,1.05,0.0006,0.005,0.2565,0.35,0.479207,0.16713,6792905942.325079,30.80352,5.672302,22.594081,430.999,30.121832,6448.243055339442,4661.68552968172,16659.93779687415,12831.361358006823,1678.2958161352599,14032.027914617915,6580.97031994851,287.25727377314297,2687.214811954863,24865.48128451037
logs_mi1.05_z0.005_lvl1/logs_mi1.05_menv0.0006_rot0.0_z0.005_y0.2565_fh0.0_fhe0.0_fsh0.0_mlt1.8_sc0.1_reimers0.0_blocker0.0_turbulence0.0_lvl1_11860,1.05,0.0006,0.005,0.2565,0.3,0.479207,0.169547,6799545942.325079,30.874294,5.65983,23.46676,436.386,27.120443,857.8151483113157,9329.270335112782,7229.325252973636,3460.517812007693,5918.621888384887,12369.562821122217,13479.555852566835,164.74357145647886,547.458020564393,20194.97373758524
logs_mi1.05_z0.005_lvl1/logs_mi1.05_menv0.0006_rot0.0_z0.005_y0.2565_fh0.0_fhe0.0_fsh0.0_mlt1.8_sc0.1_reimers0.0_blocker0.0_turbulence0.0_lvl1_11860,1.05,0.0006,0.005,0.2565,0.45,0.479207,0.161874,6778765942.325079,30.736007,5.700061,21.009903,429.354,25.925317,1174.5304826916104,5317.794726601501,387.52089446605817,327.5708590587884,7374.283969755951,11.092195588034102,2583.4599519069698,18482.811036128063,15732.063556785162,15821.076931439222
logs_mi1.05_z0.005_lvl1/logs_mi1.05_menv0.0006_rot0.0_z0.005_y0.2565_fh0.0_fhe0.0_fsh0.0_mlt1.8_sc0.1_reimers0.0_blocker0.0_turbulence0.0_lvl1_11860,1.05,0.0006,0.005,0.2565,0.4,0.479207,0.164552,6785925942.325079,30.759877,5.685806,21.778444,428.954,25.133208,6852.470953101434,282.3454334228543,11322.952879789616,3113.6778521955493,320.2757052983746,3309.752020136942,854.6748419041272,1612.3152914244756,6590.954134443641,28908.396607186365
logs_mi1.05_z0.005_lvl1/logs_mi1.05_menv0.0006_rot0.0_z0.005_y0.2565_fh0.0_fhe0.0_fsh0.0_mlt1.8_sc0.1_reimers0.0_blocker0.0_turbulence0.0_lvl1_11860,1.05,0.0006,0.005,0.2565,0.55,0.479207,0.156594,6765265942.325079,30.727299,5.72886,19.639578,434.819,20.745663,4229.945367116472,1893.8959234275667,3090.3937101545616,8246.414275590841,5163.186481825537,1815.116526851837,5439.13967658407,6114.779087969763,5049.867368741941,1995.5159867459674
logs_mi1.05_z0.005_lvl1/logs_mi1.05_menv0.0006_rot0.0_z0.005_y0.2565_fh0.0_fhe0.0_fsh0.0_mlt1.8_sc0.1_reimers0.0_blocker0.0_turbulence0.0_lvl1_11860,1.05,0.0006,0.005,0.2565,0.5,0.479207,0.159217,6772005942.325079,30.725236,5.714431,20.297582,431.324,32.202705,3795.907942047514,7470.943486709259,389.4780598032616,9895.198901969668,21268.758235048,6963.854145677137,10785.504507462643,19969.210328347508,15685.060091976657,7477.507116653693
logs_mi1.05_z0.005_lvl1/logs_mi1.05_menv0.0006_rot0.0_z0.005_y0.2565_fh0.0_fhe0.0_fsh0.0_mlt1.8_sc0.1_reimers0.0_blocker0.0_turbulence0.0_lvl1_11860,1.05,0.0006,0.005,0.2565,0.65,0.479207,0.151501,6751525942.325079,30.772765,5.757579,18.491922,446.635,27.154626,5680.648652890511,4360.742171194008,15426.538938580641,7858.819994748604,1624.3976184502433,13608.610359740931,7134.369299757848,6635.623826578718,3480.6852820338286,7926.932519653643
logs_mi1.05_z0.005_lvl1/logs_mi1.05_menv0.0006_rot0.0_z0.005_y0.2565_fh0.0_fhe0.0_fsh0.0_mlt1.8_sc0.1_reimers0.0_blocker0.0_turbulence0.0_lvl1_11860,1.05,0.0006,0.005,0.2565,0.6,0.479207,0.154033,6758525942.325079,30.742465,5.743182,19.040013,439.831,13.420879,7903.212315939712,4690.873116936184,1010.8124037458715,18.157447081431897,138.80810041697598,1187.7495978819798,0.670084299284065,147.68555647675598,1459.8112197123403,1454.2187466025305
logs_mi1.05_z0.005_lvl1/logs_mi1.05_menv0.0006_rot0.0_z0.005_y0.2565_fh0.0_fhe0.0_fsh0.0_mlt1.8_sc0.1_reimers0.0_blocker0.0_turbulence0.0_lvl1_11860,1.05,0.0006,0.005,0.2565,0.75,0.479207,0.146516,6737605942.325079,30.865302,5.786641,17.503955,464.233,21.73686,538.6892272759848,910.8855092221598,8757.87213843283,7836.77903601886,801.750502858367,6118.970971202277,13926.260262684016,706.8487582946193,5394.375407072132,2256.6772218539627
logs_mi1.05_z0.005_lvl1/logs_mi1.05_menv0.0006_rot0.0_z0.005_y0.2565_fh0.0_fhe0.0_fsh0.0_mlt1.8_sc0.1_reimers0.0_blocker0.0_turbulence0.0_lvl1_11860,1.05,0.0006,0.005,0.2565,0.7,0.479207,0.14899,6744525942.325079,30.813045,5.772098,17.977736,454.697,15.99788,11.890882779597813,1989.8925013219596,182.44750229155127,48.18165728515655,1505.688442254626,1595.0879857678212,133.67676923397616,4973.800468030398,1.6179712634147763,15150.932303422582
logs_mi1.05_z0.005_lvl1/logs_mi1.05_menv0.0006_rot0.0_z0.005_y0.2565_fh0.0_fhe0.0_fsh0.0_mlt1.8_sc0.1_reimers0.0_blocker0.0_turbulence0.0_lvl1_11860,1.05,0.0006,0.005,0.2565,0.85,0.479207,0.141834,6725465942.325079,30.970976,5.814851,16.628887,483.662,21.427604,7737.1917208425975,9949.007376553678,2238.7874273816115,5639.146502349717,6053.806039548661,2147.0662596727516,6618.553797554244,3867.8538126038407,0.9003468866141472,1661.9091190889797
logs_mi1.05_z0.005_lvl1/logs_mi1.05_menv0.0006_rot0.0_z0.005_y0.2565_fh0.0_fhe0.0_fsh0.0_mlt1.8_sc0.1_reimers0.0_blocker0.0_turbulence0.0_lvl1_11860,1.05,0.0006,0.005,0.2565,0.8,0.479207,0.144053,6730825942.325079,30.930601,5.801365,17.064076,475.437,14.202566,17.612024958379973,1933.9190129302815,3248.5115464682035,4320.422822557019,382.790336529945,2896.3693550708886,117.9409248534814,229.00212531000446,5114.775516748556,1909.9455859692446
logs_mi1.05_z0.005_lvl1/logs_mi1.05_menv0.0006_rot0.0_z0.005_y0.2565_fh0.0_fhe0.0_fsh0.0_mlt1.8_sc0.1_reimers0.0_blocker0.0_turbulence0.0_lvl1_11860,1.05,0.0006,0.005,0.2565,0.9,0.479207,0.139837,6720845942.325079,31.004135,5.827166,16.233316,490.861,18.742942,4304.693230803006,333.49876964431644,2058.2997749763604,245.64903135236787,28.89103555762628,7281.83416236821,10206.011832986562,7784.6066704150035,2838.5122913572145,47.792551476842995
logs_mi1.05_z0.005_lvl1/logs_mi1.05_menv0.0007_rot0.0_z0.005_y0.2565_fh0.0_fhe0.0_fsh0.0_mlt1.8_sc0.1_reimers0.0_blocker0.0_turbulence0.0_lvl1_11860,1.05,0.0007,0.005,0.2565,0.15,0.479307,0.179715,6820783666.371977,30.953869,5.609333,26.638666,436.213,25.093017,4630.767634685439,652.0246655340145,1299.0001529595838,6661.8323320383815,3049.5987541486434,2568.935345516446,31200.050397823474,3393.9793298731597,349.14990925577973,9160.613694877507
