Track,mi,menv,z,y,yc,mass,radius,age,teff,logg,luminosity,chisq,total_merit,fa,f8,f15,f18,f22,f27,f28,f31,f34,f37
logs_mi1.05_z0.005_lvl1/logs_mi1.05_menv0.0012_rot0.0_z0.005_y0.2565_fh0.0_fhe0.0_fsh0.0_mlt1.8_sc0.1_reimers0.0_blocker0.0_turbulence0.0_lvl1_11860,1.05,0.0012,0.005,0.2565,0.55,0.479807,0.186328,6765121232.500603,28.197466,5.578398,19.718797,179.692,24.196669,1732.437861866782,593.4738384107379,4904.930862812455,4911.4240627869085,8878.577623194715,7227.707204013863,9430.409092925085,7827.426960605813,8040.075387919654,5001.414230515804
logs_mi1.05_z0.005_lvl1/logs_mi1.05_menv0.0012_rot0.0_z0.005_y0.2565_fh0.0_fhe0.0_fsh0.0_mlt1.8_sc0.1_reimers0.0_blocker0.0_turbulence0.0_lvl1_11860,1.05,0.0012,0.005,0.2565,0.5,0.479807,0.190336,6771861232.500603,28.130069,5.559912,20.380231,172.333,16.433817,8653.33300515094,10457.656183648405,1716.231816018507,6.146764651949147,650.9664658848372,269.0314615247687,971.8960695940234,948.839240310216,1949.6278380714725,1383.306446555491
logs_mi1.05_z0.005_lvl1/logs_mi1.05_menv0.0012_rot0.0_z0.005_y0.2565_fh0.0_fhe0.0_fsh0.0_mlt1.8_sc0.1_reimers0.0_blocker0.0_turbulence0.0_lvl1_11860,1.05,0.0012,0.005,0.2565,0.65,0.479807,0.178507,6751441232.500603,28.378968,5.615645,18.568618,198.602,6.361128,150.97384417986535,6.70995386520279,550.6509176686127,283.6825456813646,39.66078083849556,232.20732793195478,796.0461213672719,24.240747141413244,38.59123737047732,1923.630946472218
logs_mi1.05_z0.005_lvl1/logs_mi1.05_menv0.0012_rot0.0_z0.005_y0.2565_fh0.0_fhe0.0_fsh0.0_mlt1.8_sc0.1_reimers0.0_blocker0.0_turbulence0.0_lvl1_11860,1.05,0.0012,0.005,0.2565,0.6,0.479807,0.182398,6758381232.500603,28.278698,5.596916,19.114346,188.294,26.580168,7803.022848391873,11974.444633157875,5829.852650586707,6696.261610721604,8366.014651063195,11279.276959375953,4913.634774072908,6386.117640850581,4.792299217344665,7397.113240057409
logs_mi1.05_z0.005_lvl1/logs_mi1.05_menv0.0012_rot0.0_z0.005_y0.2565_fh0.0_fhe0.0_fsh0.0_mlt1.8_sc0.1_reimers0.0_blocker0.0_turbulence0.0_lvl1_11860,1.05,0.0012,0.005,0.2565,0.75,0.479807,0.170632,6737561232.500603,28.630829,5.654837,17.576693,224.494,21.482709,10720.144051748966,6145.111341009665,624.5759271483968,813.7744299845718,55.42774338071062,3634.205928021328,1655.239008440753,631.0902366373632,14713.365208425865,7157.74627226187
logs_mi1.05_z0.005_lvl1/logs_mi1.05_menv0.0012_rot0.0_z0.005_y0.2565_fh0.0_fhe0.0_fsh0.0_mlt1.8_sc0.1_reimers0.0_blocker0.0_turbulence0.0_lvl1_11860,1.05,0.0012,0.005,0.2565,0.7,0.479807,0.174571,6744461232.500603,28.494914,5.635014,18.050683,210.536,27.316521,5543.897372648539,3665.4854200330356,11840.56988967475,9613.82372759175,12302.490161885496,7282.922894766639,13717.903253320914,7020.200473547504,3340.109578970168,291.82925499443365
logs_mi1.05_z0.005_lvl1/logs_mi1.05_menv0.0012_rot0.0_z0.005_y0.2565_fh0.0_fhe0.0_fsh0.0_mlt1.8_sc0.1_reimers0.0_blocker0.0_turbulence0.0_lvl1_11860,1.05,0.0012,0.005,0.2565,0.85,0.479807,0.162895,6725481232.500603,28.92924,5.695139,16.69734,256.196,16.603477,1017.1436952148492,1978.117206373468,491.61375392043686,0.6107259350805729,228.62671375007804,2407.9614234708274,10823.304895248799,10607.700735116197,1.5245342118012275,10.942305340563474
logs_mi1.05_z0.005_lvl1/logs_mi1.05_menv0.0012_rot0.0_z0.005_y0.2565_fh0.0_fhe0.0_fsh0.0_mlt1.8_sc0.1_reimers0.0_blocker0.0_turbulence0.0_lvl1_11860,1.05,0.0012,0.005,0.2565,0.8,0.479807,0.166609,6730861232.500603,28.788506,5.67556,17.129912,240.849,21.406369,7352.978425080058,1288.6890240982254,6880.206092682876,7166.548067261961,5684.778195819334,2318.4595061294312,4863.657499355446,5911.862568480032,1689.8009927394837,2666.283205859385
logs_mi1.05_z0.005_lvl1/logs_mi1.05_menv0.0012_rot0.0_z0.005_y0.2565_fh0.0_fhe0.0_fsh0.0_mlt1.8_sc0.1_reimers0.0_blocker0.0_turbulence0.0_lvl1_11860,1.05,0.0012,0.005,0.2565,0.9,0.479807,0.159283,6720841232.500603,29.079418,5.714618,16.29909,272.821,18.130884,8166.908507018222,2749.531447224197,5222.78685019022,4023.809720678236,5414.059618901951,79.19493420939254,2302.8387982062136,3708.2458962661985,318.5299022598164,886.9880430840782
logs_mi1.05_z0.005_lvl1/logs_mi1.05_menv0.0013_rot0.0_z0.005_y0.2565_fh0.0_fhe0.0_fsh0.0_mlt1.8_sc0.1_reimers0.0_blocker0.0_turbulence0.0_lvl1_11860,1.05,0.0013,0.005,0.2565,0.15,0.479907,0.218695,6820447814.262522,28.08625,5.439367,26.738491,156.39,24.584825,11608.583584014168,2730.6156215538317,3668.7753149235436,103.64882596496636,7.371788278745266,144.4565632179462,2209.6696028287865,8154.200540405226,18776.54882217916,13037.492114604496
logs_mi1.05_z0.005_lvl1/logs_mi1.05_menv0.0013_rot0.0_z0.005_y0.2565_fh0.0_fhe0.0_fsh0.0_mlt1.8_sc0.1_reimers0.0_blocker0.0_turbulence0.0_lvl1_11860,1.05,0.0013,0.005,0.2565,0.1,0.479907,0.219053,6827487814.262522,28.389057,5.437947,28.001781,177.676,22.052616,181.0317295941838,3312.2442419169297,721.3300605007622,2696.2520623583664,3614.9078844030246,4610.506702923353,14775.738741146164,15279.492272995762,481.67310178285373,2958.6122021505826
logs_mi1.05_z0.005_lvl1/logs_mi1.05_menv0.0013_rot0.0_z0.005_y0.2565_fh0.0_fhe0.0_fsh0.0_mlt1.8_sc0.1_reimers0.0_blocker0.0_turbulence0.0_lvl1_11860,1.05,0.0013,0.005,0.2565,0.25,0.479907,0.213023,6805907814.262522,27.853104,5.462192,24.537522,142.734,20.554028,9537.144230333606,1226.3665863566655,2394.1553329461294,51.22243381466754,25.021093647916167,76.53109199594525,2859.1068205761485,10436.58474860587,14506.140037899444,1134.5350601042521
logs_mi1.05_z0.005_lvl1/logs_mi1.05_menv0.0013_rot0.0_z0.005_y0.2565_fh0.0_fhe0.0_fsh0.0_mlt1.8_sc0.1_reimers0.0_blocker0.0_turbulence0.0_lvl1_11860,1.05,0.0013,0.005,0.2565,0.2,0.479907,0.216401,6813327814.262522,27.929686,5.448528,25.601462,146.594,26.260846,18897.22711055269,3101.9067269897146,4798.481597419382,1014.5230681348903,223.01080076641978,812.9887810321078,287.4842768611203,8224.389713882845,14544.098689290364,17059.094611251316
logs_mi1.05_z0.005_lvl1/logs_mi1.05_menv0.0013_rot0.0_z0.005_y0.2565_fh0.0_fhe0.0_fsh0.0_mlt1.8_sc0.1_reimers0.0_blocker0.0_turbulence0.0_lvl1_11860,1.05,0.0013,0.005,0.2565,0.35,0.479907,0.20538,6792587814.262522,27.817488,5.49393,22.691856,143.477,26.282775,1002.2901414585976,7967.107447425671,551.457392918673,5021.763133358666,9006.073248414981,5023.655505090855,11295.89130310003,19288.656921382448,5165.02756678156,4756.505138947847
logs_mi1.05_z0.005_lvl1/logs_mi1.05_menv0.0013_rot0.0_z0.005_y0.2565_fh0.0_fhe0.0_fsh0.0_mlt1.8_sc0.1_reimers0.0_blocker0.0_turbulence0.0_lvl1_11860,1.05,0.0013,0.005,0.2565,0.3,0.479907,0.209294,6799227814.262522,27.819077,5.477534,23.570318,141.942,18.351822,2657.6488074946556,160.25244921151383,622.8047156079919,7.216063760038244,2856.663677862115,926.0988251720298,5364.09112847445,14481.255500644715,289.92993331607994,6312.975587449302
logs_mi1.05_z0.005_lvl1/logs_mi1.05_menv0.0013_rot0.0_z0.005_y0.2565_fh0.0_fhe0.0_fsh0.0_mlt1.8_sc0.1_reimers0.0_blocker0.0_turbulence0.0_lvl1_11860,1.05,0.0013,0.005,0.2565,0.45,0.479907,0.197055,6778507814.262522,27.888218,5.529872,21.102777,152.147,16.495487,560.8679566047429,396.7713055728073,10832.62511101265,7937.704850952676,2671.728305906031,3915.2139415407905,360.4784411254581,525.3238554595159,8.642454678251227,0.751328821833134
logs_mi1.05_z0.005_lvl1/logs_mi1.05_menv0.0013_rot0.0_z0.005_y0.2565_fh0.0_fhe0.0_fsh0.0_mlt1.8_sc0.1_reimers0.0_blocker0.0_turbulence0.0_lvl1_11860,1.05,0.0013,0.005,0.2565,0.4,0.479907,0.201285,6785647814.262522,27.84264,5.511422,21.875027,147.001,31.205234,13771.95726257523,9263.569940712805,6498.322823233224,16282.953278035275,13855.18785618674,14780.30643864604,10257.635210181135,9330.715992737745,1774.838816021126,1561.1734163313588
logs_mi1.05_z0.005_lvl1/logs_mi1.05_menv0.0013_rot0.0_z0.005_y0.2565_fh0.0_fhe0.0_fsh0.0_mlt1.8_sc0.1_reimers0.0_blocker0.0_turbulence0.0_lvl1_11860,1.05,0.0013,0.005,0.2565,0.55,0.479907,0.188841,6765087814.262522,28.013537,5.566853,19.73091,165.382,24.049725,2431.620463499572,802.6059096886081,5294.3025531775675,4558.649747096929,7918.922535172743,6840.975794880494,9787.854873024486,7132.81888536707,8387.189522456874,4683.987992659695
logs_mi1.05_z0.005_lvl1/logs_mi1.05_menv0.0013_rot0.0_z0.005_y0.2565_fh0.0_fhe0.0_fsh0.0_mlt1.8_sc0.1_reimers0.0_blocker0.0_turbulence0.0_lvl1_11860,1.05,0.0013,0.005,0.2565,0.5,0.479907,0.19292,6771787814.262522,27.944274,5.548292,20.389554,158.196,15.905848,8222.391490811955,9255.516026532643,1788.4161393112515,26.602722688523606,462.8434552433862,261.3321379882585,1124.1708498116045,765.889066127908,2169.3194547716876,1223.1182847974849
logs_mi1.05_z0.005_lvl1/logs_mi1.05_menv0.0013_rot0.0_z0.005_y0.2565_fh0.0_fhe0.0_fsh0.0_mlt1.8_sc0.1_reimers0.0_blocker0.0_turbulence0.0_lvl1_11860,1.05,0.0013,0.005,0.2565,0.65,0.479907,0.180816,6751367814.262522,28.200207,5.604571,18.576646,183.984,7.046462,145.1505466383428,69.12331736130018,440.14080086512666,286.4738593452997,1595.568161500632,15.731409700793929,582.6138856503703,66.40765253605424,47.459549629557806,1716.5931548187616
logs_mi1.05_z0.005_lvl1/logs_mi1.05_menv0.0013_rot0.0_z0.005_y0.2565_fh0.0_fhe0.0_fsh0.0_mlt1.8_sc0.1_reimers0.0_blocker0.0_turbulence0.0_lvl1_11860,1.05,0.0013,0.005,0.2565,0.6,0.479907,0.184819,6758347814.262522,28.097136,5.585552,19.126032,173.828,26.434295,6515.842588365722,11018.680370054362,5929.78751217336,6108.016027299008,8598.53852760225,12365.36810563438,5360.813786904796,6051.174328945731,290.84403940297136,7638.128516149252
logs_mi1.05_z0.005_lvl1/logs_mi1.05_menv0.0013_rot0.0_z0.005_y0.2565_fh0.0_fhe0.0_fsh0.0_mlt1.8_sc0.1_reimers0.0_blocker0.0_turbulence0.0_lvl1_11860,1.05,0.0013,0.005,0.2565,0.75,0.479907,0.172823,6737567814.262522,28.454135,5.643846,17.589957,209.117,21.262943,9492.363166305246,4437.583746349429,329.454177827379,516.8105737102223,65.60080204788603,3974.036381488504,2586.8308134059885,952.40053782216,15399.376868881112,7456.817809652596
logs_mi1.05_z0.005_lvl1/logs_mi1.05_menv0.0013_rot0.0_z0.005_y0.2565_fh0.0_fhe0.0_fsh0.0_mlt1.8_sc0.1_reimers0.0_blocker0.0_turbulence0.0_lvl1_11860,1.05,0.0013,0.005,0.2565,0.7,0.479907,0.176797,6744387814.262522,28.318126,5.624096,18.058882,195.652,26.666198,5932.502283006937,21.115280054049457,12790.985109360232,10078.664170524942,11569.916532560908,6327.188975089274,13042.973855574479,7693.229568021564,3275.747373635772,376.28843450740123
logs_mi1.05_z0.005_lvl1/logs_mi1.05_menv0.0013_rot0.0_z0.005_y0.2565_fh0.0_fhe0.0_fsh0.0_mlt1.8_sc0.1_reimers0.0_blocker0.0_turbulence0.0_lvl1_11860,1.05,0.0013,0.005,0.2565,0.85,0.479907,0.164925,6725467814.262522,28.755417,5.684473,16.708389,240.06,17.911299,1505.5467339701129,2300.8253316840787,584.9996765412313,143.28979771632427,17.232859926711736,2231.8948531029328,12272.597616977231,12917.243936281273,33.192823383822585,74.64125069663628
logs_mi1.05_z0.005_lvl1/logs_mi1.05_menv0.0013_rot0.0_z0.005_y0.2565_fh0.0_fhe0.0_fsh0.0_mlt1.8_sc0.1_reimers0.0_blocker0.0_turbulence0.0_lvl1_11860,1.05,0.0013,0.005,0.2565,0.8,0.479907,0.16871,6730847814.262522,28.613472,5.664763,17.141449,225.085,21.059037,5257.459163007258,918.6600152361958,6967.410999102608,8663.244457920517,6860.494228521587,1976.2903123807582,3509.283241038621,5284.730092704843,2098.1409820563063,2812.589584188042
logs_mi1.05_z0.005_lvl1/logs_mi1.05_menv0.0013_rot0.0_z0.005_y0.2565_fh0.0_fhe0.0_fsh0.0_mlt1.8_sc0.1_reimers0.0_blocker0.0_turbulence0.0_lvl1_11860,1.05,0.0013,0.005,0.2565,0.9,0.479907,0.161246,6720827814.262522,28.906433,5.704066,16.309505,256.263,17.107466,6316.62253690424,2109.939289344204,5737.419647104251,2469.9324162278085,3887.490211995425,77.46939164677812,3249.598883396682,4854.337877401199,76.77289849381697,486.9570350243605
logs_mi1.05_z0.005_lvl1/logs_mi1.05_menv0.0014_rot0.0_z0.005_y0.2565_fh0.0_fhe0.0_fsh0.0_mlt1.8_sc0.1_reimers0.0_blocker0.0_turbulence0.0_lvl1_11860,1.05,0.0014,0.005,0.2565,0.15,0.480007,0.221875,6820385474.198354,27.888124,5.42692,26.753235,142.269,24.886139,13127.789768025614,3157.655491359114,3828.171074775161,86.96727333870048,0.017976399066732058,153.72470755180953,1961.9742348090506,7942.910406523699,17779.827257767294,13892.951927742459
logs_mi1.05_z0.005_lvl1/logs_mi1.05_menv0.0014_rot0.0_z0.005_y0.2565_fh0.0_fhe0.0_fsh0.0_mlt1.8_sc0.1_reimers0.0_blocker0.0_turbulence0.0_lvl1_11860,1.05,0.0014,0.005,0.2565,0.1,0.480007,0.222304,6827465474.198354,28.186338,5.425244,28.023984,162.3,21.736304,36.568268167571745,2888.362702352887,577.469210654529,2746.9163292346648,3909.8215534462797,3065.1139330220576,13940.910261400679,16152.912298199599,478.6929435847674,3449.924331636848
logs_mi1.05_z0.005_lvl1/logs_mi1.05_menv0.0014_rot0.0_z0.005_y0.2565_fh0.0_fhe0.0_fsh0.0_mlt1.8_sc0.1_reimers0.0_blocker0.0_turbulence0.0_lvl1_11860,1.05,0.0014,0.005,0.2565,0.25,0.480007,0.216024,6805865474.198354,27.663423,5.450134,24.553262,129.726,20.376921,10282.69601447883,1499.687896872276,2705.104682934812,68.96202179046553,35.358167340093786,84.32168550223987,2547.070949223623,9844.490863863151,13592.204146348924,861.9948339611906
logs_mi1.05_z0.005_lvl1/logs_mi1.05_menv0.0014_rot0.0_z0.005_y0.2565_fh0.0_fhe0.0_fsh0.0_mlt1.8_sc0.1_reimers0.0_blocker0.0_turbulence0.0_lvl1_11860,1.05,0.0014,0.005,0.2565,0.2,0.480007,0.219488,6813265474.198354,27.735863,5.436315,25.61365,133.178,25.511787,17492.222152743736,512.7938586537161,5158.918996616045,1018.1708370948211,157.09884327455683,827.4921822478123,259.5963592477442,7955.608622523248,13675.004315290113,18028.221164052757
logs_mi1.05_z0.005_lvl1/logs_mi1.05_menv0.0014_rot0.0_z0.005_y0.2565_fh0.0_fhe0.0_fsh0.0_mlt1.8_sc0.1_reimers0.0_blocker0.0_turbulence0.0_lvl1_11860,1.05,0.0014,0.005,0.2565,0.35,0.480007,0.20818,6792565474.198354,27.634459,5.482261,22.707126,130.813,25.998872,641.4376498484623,6748.031211934993,381.89993375755796,4540.9705768453805,9046.658748470532,5011.261273661405,10430.6833473242,20459.017800052163,5069.180855893455,5264.992082849505
logs_mi1.05_z0.005_lvl1/logs_mi1.05_menv0.0014_rot0.0_z0.005_y0.2565_fh0.0_fhe0.0_fsh0.0_mlt1.8_sc0.1_reimers0.0_blocker0.0_turbulence0.0_lvl1_11860,1.05,0.0014,0.005,0.2565,0.3,0.480007,0.212187,6799185474.198354,27.632802,5.465699,23.584139,129.162,18.464667,3100.733396073765,58.06533288854484,780.2629569717114,53.687010096921746,3001.9700462289456,943.2910259750233,4901.111296156657,13680.166941345944,1366.951966269341,6208.15293054456
logs_mi1.05_z0.005_lvl1/logs_mi1.05_menv0.0014_rot0.0_z0.005_y0.2565_fh0.0_fhe0.0_fsh0.0_mlt1.8_sc0.1_reimers0.0_blocker0.0_turbulence0.0_lvl1_11860,1.05,0.0014,0.005,0.2565,0.45,0.480007,0.199627,6778445474.198354,27.71088,5.518699,21.11162,139.471,16.502326,739.2658337450928,381.6758458291882,10428.392167057238,8365.496524762724,3095.4412755297526,3134.8492078035165,352.8722519874922,699.6213538888624,20.762078709645145,14.300618405982442
logs_mi1.05_z0.005_lvl1/logs_mi1.05_menv0.0014_rot0.0_z0.005_y0.2565_fh0.0_fhe0.0_fsh0.0_mlt1.8_sc0.1_reimers0.0_blocker0.0_turbulence0.0_lvl1_11860,1.05,0.0014,0.005,0.2565,0.4,0.480007,0.203971,6785605474.198354,27.662331,5.499998,21.886493,134.35,31.091466,12787.952746041572,10713.362067688084,6035.250249213791,15423.544116764577,14670.33917222076,14774.683470700329,10113.865364810681,8649.909053637472,1667.3454841536009,1831.6724201385523
logs_mi1.05_z0.005_lvl1/logs_mi1.05_menv0.0014_rot0.0_z0.005_y0.2565_fh0.0_fhe0.0_fsh0.0_mlt1.8_sc0.1_reimers0.0_blocker0.0_turbulence0.0_lvl1_11860,1.05,0.0014,0.005,0.2565,0.55,0.480007,0.19124,6765045474.198354,27.841102,5.55598,19.741739,152.499,24.057676,2986.8936510385674,992.0401997799306,5751.472193072736,4433.110815925235,7252.795883743431,6531.942365875624,10244.270709295835,6731.027002944895,8693.280131834568,4260.345550914382
logs_mi1.05_z0.005_lvl1/logs_mi1.05_menv0.0014_rot0.0_z0.005_y0.2565_fh0.0_fhe0.0_fsh0.0_mlt1.8_sc0.1_reimers0.0_blocker0.0_turbulence0.0_lvl1_11860,1.05,0.0014,0.005,0.2565,0.5,0.480007,0.195424,6771765474.198354,27.769279,5.537183,20.403024,145.413,15.01351,7461.254132176294,7945.98888361104,1300.7634514539066,54.56753655236141,310.05537458072774,221.63223762586492,1243.4696418571034,606.4862419458227,2339.52456651543,1056.8076838573731
logs_mi1.05_z0.005_lvl1/logs_mi1.05_menv0.0014_rot0.0_z0.005_y0.2565_fh0.0_fhe0.0_fsh0.0_mlt1.8_sc0.1_reimers0.0_blocker0.0_turbulence0.0_lvl1_11860,1.05,0.0014,0.005,0.2565,0.65,0.480007,0.183054,6751345474.198354,28.031436,5.593977,18.5876,170.675,6.743256,262.27157032312607,335.53533930502726,300.59321947192063,363.2331504291244,1040.480057647716,86.84871403430337,375.28819389871586,97.9576473240079,84.58060881591602,1600.3612302834338
logs_mi1.05_z0.005_lvl1/logs_mi1.05_menv0.0014_rot0.0_z0.005_y0.2565_fh0.0_fhe0.0_fsh0.0_mlt1.8_sc0.1_reimers0.0_blocker0.0_turbulence0.0_lvl1_11860,1.05,0.0014,0.005,0.2565,0.6,0.480007,0.187145,6758325474.198354,27.926785,5.574782,19.139078,160.766,26.197109,5306.63005462574,9904.627346694726,6391.938941467838,5808.1484202724605,8902.751749645126,13544.480909409009,5897.158425462924,5752.203095089358,13.891398443040094,7107.020847045201
logs_mi1.05_z0.005_lvl1/logs_mi1.05_menv0.0014_rot0.0_z0.005_y0.2565_fh0.0_fhe0.0_fsh0.0_mlt1.8_sc0.1_reimers0.0_blocker0.0_turbulence0.0_lvl1_11860,1.05,0.0014,0.005,0.2565,0.75,0.480007,0.174877,6737505474.198354,28.289334,5.63367,17.597063,195.281,21.030958,8420.768064929196,3491.8635622685347,201.96098217889113,364.4190263707685,103.44845642773102,3803.616300493167,3277.1554618950568,1243.8290792970474,15329.64578465199,7993.412539176411
logs_mi1.05_z0.005_lvl1/logs_mi1.05_menv0.0014_rot0.0_z0.005_y0.2565_fh0.0_fhe0.0_fsh0.0_mlt1.8_sc0.1_reimers0.0_blocker0.0_turbulence0.0_lvl1_11860,1.05,0.0014,0.005,0.2565,0.7,0.480007,0.178967,6744385474.198354,28.150945,5.613593,18.071672,182.05,27.999542,7044.889419829979,6591.594598437949,14178.39371555294,11032.899160334826,11407.271965750964,5153.066018401428,11595.76172075233,7931.800291083879,3035.339863535928,426.4172350336136
logs_mi1.05_z0.005_lvl1/logs_mi1.05_menv0.0014_rot0.0_z0.005_y0.2565_fh0.0_fhe0.0_fsh0.0_mlt1.8_sc0.1_reimers0.0_blocker0.0_turbulence0.0_lvl1_11860,1.05,0.0014,0.005,0.2565,0.85,0.480007,0.166873,6725465474.198354,28.59181,5.674365,16.719404,225.34,19.459017,2152.444992448104,3157.6088840803536,768.9348152430141,411.46164821694634,45.2753197180316,2247.6354950638283,13509.143012004874,15265.081238881274,128.85962675088882,178.8906555153098
logs_mi1.05_z0.005_lvl1/logs_mi1.05_menv0.0014_rot0.0_z0.005_y0.2565_fh0.0_fhe0.0_fsh0.0_mlt1.8_sc0.1_reimers0.0_blocker0.0_turbulence0.0_lvl1_11860,1.05,0.0014,0.005,0.2565,0.8,0.480007,0.170713,6730825474.198354,28.449252,5.654605,17.151306,210.776,21.032504,3844.3968418497507,905.9966938570007,6574.192238022224,9896.827742494432,8325.039690056903,1793.0406591641345,2523.287104887826,4659.999307832669,2614.467447120316,3099.3730230647325
logs_mi1.05_z0.005_lvl1/logs_mi1.05_menv0.0014_rot0.0_z0.005_y0.2565_fh0.0_fhe0.0_fsh0.0_mlt1.8_sc0.1_reimers0.0_blocker0.0_turbulence0.0_lvl1_11860,1.05,0.0014,0.005,0.2565,0.9,0.480007,0.163114,6720805474.198354,28.744392,5.694155,16.318367,241.22,17.091803,6157.054240737802,1428.3183838484013,6915.003986904875,1454.3759316821913,2695.738916584427,70.90841912139534,4107.333447118996,6130.005822469177,3.7846357063269314,250.45061435551918
logs_mi1.05_z0.005_lvl1/logs_mi1.05_menv0.0015_rot0.0_z0.005_y0.2565_fh0.0_fhe0.0_fsh0.0_mlt1.8_sc0.1_reimers0.0_blocker0.0_turbulence0.0_lvl1_11860,1.05,0.0015,0.005,0.2565,0.15,0.480107,0.224933,6820305656.90686,27.700567,5.415121,26.763549,129.535,25.042726,14223.04734588868,3623.5786290895326,4136.400165379687,30.124378953730393,3.8292679257753646,180.4730935890561,1630.2316036169032,7286.947160513632,17005.724560768078,14593.45823052848
logs_mi1.05_z0.005_lvl1/logs_mi1.05_menv0.0015_rot0.0_z0.005_y0.2565_fh0.0_fhe0.0_fsh0.0_mlt1.8_sc0.1_reimers0.0_blocker0.0_turbulence0.0_lvl1_11860,1.05,0.0015,0.005,0.2565,0.1,0.480107,0.225413,6827405656.90686,27.992263,5.413268,28.028129,148.267,21.80707,0.18002949454401324,2230.2988704935397,441.96039567096494,2634.753175224598,3757.791517697528,4036.538924219382,12856.553060738492,17365.70453304622,359.6382109598314,3871.4105971458753
logs_mi1.05_z0.005_lvl1/logs_mi1.05_menv0.0015_rot0.0_z0.005_y0.2565_fh0.0_fhe0.0_fsh0.0_mlt1.8_sc0.1_reimers0.0_blocker0.0_turbulence0.0_lvl1_11860,1.05,0.0015,0.005,0.2565,0.25,0.480107,0.218908,6805825656.90686,27.484598,5.438706,24.567527,118.037,20.506653,11905.46215706606,2071.1241887457113,3082.979095780209,104.75021627178556,45.51087002505146,67.6616554627309,2129.2191933686026,8937.71285080952,12969.139450731323,738.7202608162229
logs_mi1.05_z0.005_lvl1/logs_mi1.05_menv0.0015_rot0.0_z0.005_y0.2565_fh0.0_fhe0.0_fsh0.0_mlt1.8_sc0.1_reimers0.0_blocker0.0_turbulence0.0_lvl1_11860,1.05,0.0015,0.005,0.2565,0.2,0.480107,0.222483,6813245656.90686,27.553511,5.424634,25.632055,121.145,25.348414,15874.58239876529,1619.823273675519,5550.99496743777,1052.770021466198,113.00330387532287,852.1822659959104,129.55563439952516,7254.36402751249,13073.289948619706,18733.642481120565
logs_mi1.05_z0.005_lvl1/logs_mi1.05_menv0.0015_rot0.0_z0.005_y0.2565_fh0.0_fhe0.0_fsh0.0_mlt1.8_sc0.1_reimers0.0_blocker0.0_turbulence0.0_lvl1_11860,1.05,0.0015,0.005,0.2565,0.35,0.480107,0.210875,6792545656.90686,27.461683,5.471176,22.721798,119.393,25.452345,335.128813309434,5769.117344898939,278.0622496671228,4183.690968718145,9166.099219053222,5161.26156579333,9799.836684880813,19252.485761216343,5064.868105754453,5771.636176974706
logs_mi1.05_z0.005_lvl1/logs_mi1.05_menv0.0015_rot0.0_z0.005_y0.2565_fh0.0_fhe0.0_fsh0.0_mlt1.8_sc0.1_reimers0.0_blocker0.0_turbulence0.0_lvl1_11860,1.05,0.0015,0.005,0.2565,0.3,0.480107,0.214987,6799165656.90686,27.457336,5.454403,23.601523,117.671,18.34264,3776.3620749818106,2.4141063164135734,976.6095306513985,7.987132767898057,3062.284141407939,926.2773752480745,4324.077367556534,12464.210816013076,1274.262892494069,6830.76011781356
logs_mi1.05_z0.005_lvl1/logs_mi1.05_menv0.0015_rot0.0_z0.005_y0.2565_fh0.0_fhe0.0_fsh0.0_mlt1.8_sc0.1_reimers0.0_blocker0.0_turbulence0.0_lvl1_11860,1.05,0.0015,0.005,0.2565,0.45,0.480107,0.202144,6778445656.90686,27.543262,5.507907,21.128286,127.972,17.179476,1143.2060951462088,889.4548522418843,10212.2577354311,8876.259227760835,3590.6445975432216,3560.8975828113616,313.2162660988243,847.090677655218,27.120206679258906,53.2906300661823
logs_mi1.05_z0.005_lvl1/logs_mi1.05_menv0.0015_rot0.0_z0.005_y0.2565_fh0.0_fhe0.0_fsh0.0_mlt1.8_sc0.1_reimers0.0_blocker0.0_turbulence0.0_lvl1_11860,1.05,0.0015,0.005,0.2565,0.4,0.480107,0.20658,6785605656.90686,27.492465,5.489049,21.903586,122.937,31.1462,11825.559660229337,12354.574530681855,5589.804319076416,14519.010194946479,15579.503737487408,14879.257883511566,9867.039259943982,8643.712308116954,1616.393324015341,2133.722704898093
logs_mi1.05_z0.005_lvl1/logs_mi1.05_menv0.0015_rot0.0_z0.005_y0.2565_fh0.0_fhe0.0_fsh0.0_mlt1.8_sc0.1_reimers0.0_blocker0.0_turbulence0.0_lvl1_11860,1.05,0.0015,0.005,0.2565,0.55,0.480107,0.193559,6765025656.90686,27.67812,5.545601,19.753989,140.788,23.975119,3804.059162189824,1338.5806375294003,6016.099908341971,4215.999095465358,6375.034145895988,5939.6845905158425,10490.969351251573,6484.368450262177,8931.933889553948,3883.904514383575
logs_mi1.05_z0.005_lvl1/logs_mi1.05_menv0.0015_rot0.0_z0.005_y0.2565_fh0.0_fhe0.0_fsh0.0_mlt1.8_sc0.1_reimers0.0_blocker0.0_turbulence0.0_lvl1_11860,1.05,0.0015,0.005,0.2565,0.5,0.480107,0.197841,6771765656.90686,27.603857,5.526596,20.417057,133.814,13.891595,6066.582602564235,6588.011092514504,1162.7967726804666,109.60511821672424,145.67698835558974,140.414842393142,1314.3310342398095,496.70376267284496,2418.999963920814,854.5185279291726
